frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
1792,59.7,0.88,1,0.581128,0.499732,-0.642307,0.491345,0.491342,-0.719141,0.667,0.629,1.181,-0.602,0.977
1793,59.733,0.88,1,0.568573,0.499891,-0.653325,0.476511,0.485831,-0.732738,0.646,0.618,1.158,-0.601,0.975
1794,59.767,0.88,1,0.56602,0.503694,-0.652621,0.468389,0.492985,-0.733197,0.641,0.623,1.137,-0.608,0.972
1796,59.833,0.88,1,0.585694,0.507694,-0.63183,0.488407,0.504417,-0.712055,0.674,0.645,1.162,-0.64,1.0
1797,59.867,0.88,1,0.58725,0.514564,-0.624789,0.484106,0.507172,-0.713034,0.675,0.652,1.15,-0.644,0.989
1798,59.9,0.88,1,0.59336,0.516319,-0.617526,0.485478,0.512931,-0.707964,0.683,0.66,1.144,-0.652,0.982
1801,60.0,0.88,1,0.605502,0.504127,-0.615811,0.501001,0.508021,-0.700651,0.699,0.655,1.148,-0.68,0.991
8435,281.133,0.98,1,0.213285,0.611299,-0.762117,0.026327,0.588866,-0.807802,0.151,0.653,0.464,-0.121,0.077
8436,281.167,0.98,1,0.217077,0.631455,-0.744408,0.016872,0.581923,-0.813069,0.149,0.662,0.449,-0.121,0.074
8437,281.2,0.98,1,0.191666,0.587741,-0.786018,0.019457,0.573742,-0.818805,0.131,0.626,0.446,-0.12,0.071
8438,281.233,0.98,1,0.194987,0.564086,-0.802363,0.026794,0.574875,-0.817803,0.136,0.613,0.445,-0.118,0.073
8439,281.267,0.98,1,0.182219,0.568956,-0.801926,0.031585,0.562029,-0.826514,0.131,0.607,0.438,-0.117,0.074
8440,281.3,0.98,1,0.204909,0.582729,-0.786409,0.031262,0.577612,-0.815713,0.146,0.627,0.452,-0.118,0.072
8441,281.333,0.98,1,0.203852,0.602603,-0.771566,0.017382,0.622272,-0.782608,0.141,0.667,0.467,-0.119,0.074
8442,281.367,0.98,1,0.216465,0.590073,-0.77779,0.044324,0.606986,-0.793475,0.164,0.651,0.463,-0.12,0.076
8443,281.4,0.98,1,0.224672,0.59304,-0.773192,0.010155,0.608032,-0.793848,0.149,0.654,0.468,-0.12,0.075
8444,281.433,0.98,1,0.22679,0.603658,-0.764306,-0.006885,0.581219,-0.813718,0.138,0.644,0.464,-0.118,0.073
8445,281.467,0.98,1,0.210852,0.600983,-0.770948,-0.011603,0.567195,-0.823502,0.124,0.632,0.468,-0.114,0.073
8447,281.533,0.98,1,0.231323,0.595141,-0.769608,0.034993,0.526078,-0.849716,0.163,0.606,0.435,-0.119,0.06
8448,281.567,0.93,1,0.232587,0.605567,-0.761047,0.029295,0.526364,-0.849755,0.161,0.613,0.437,-0.12,0.058
8476,282.5,0.98,1,0.286829,0.596047,-0.749971,0.029956,0.557712,-0.829494,0.198,0.631,0.472,-0.116,0.065
8477,282.533,0.98,1,0.22166,0.598249,-0.770042,0.056163,0.57849,-0.813754,0.174,0.639,0.491,-0.117,0.058
8482,282.7,0.98,1,0.180693,0.604791,-0.775614,0.030073,0.519236,-0.854102,0.129,0.604,0.499,-0.105,0.057
8483,282.733,0.98,1,0.151545,0.587738,-0.794732,0.05934,0.537944,-0.840889,0.128,0.603,0.508,-0.104,0.057
