frame,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz
945,31.469,0.98,1,0.503235,0.529906,-0.682608,0.402468,0.477244,-0.78119,0.554,0.603,0.808,-0.558,0.95
946,31.502,0.98,1,0.502659,0.530776,-0.682357,0.402194,0.481239,-0.778877,0.554,0.606,0.813,-0.565,0.935
947,31.535,0.98,1,0.499605,0.528885,-0.686058,0.401426,0.479366,-0.780426,0.551,0.602,0.819,-0.542,0.92
948,31.569,0.98,1,0.500005,0.53577,-0.680401,0.399115,0.489578,-0.775255,0.553,0.614,0.841,-0.537,0.908
949,31.602,0.88,1,0.500687,0.539833,-0.676678,0.393593,0.497207,-0.77322,0.553,0.621,0.866,-0.533,0.899
950,31.635,0.77,1,0.501102,0.546304,-0.671155,0.389555,0.507578,-0.768512,0.554,0.632,0.891,-0.533,0.899
953,31.735,0.82,1,0.505942,0.572294,-0.64537,0.389618,0.544861,-0.742512,0.573,0.678,1.01,-0.524,0.968
954,31.769,0.88,1,0.492097,0.575801,-0.652912,0.369719,0.54858,-0.749912,0.551,0.676,0.994,-0.515,0.953
955,31.802,0.88,1,0.495417,0.575957,-0.650258,0.367938,0.549165,-0.75036,0.552,0.677,1.0,-0.517,0.964
956,31.835,0.88,1,0.487091,0.578756,-0.654052,0.353644,0.554498,-0.753305,0.538,0.678,1.014,-0.513,0.981
957,31.869,0.88,1,0.48328,0.584009,-0.652207,0.341928,0.559297,-0.755164,0.53,0.682,1.032,-0.511,1.008
958,31.902,0.88,1,0.483309,0.585777,-0.650599,0.337976,0.564523,-0.753051,0.529,0.687,1.032,-0.524,1.028
959,31.935,0.88,1,0.490319,0.584602,-0.646396,0.348013,0.560729,-0.751312,0.54,0.686,1.034,-0.538,1.041
960,31.969,0.88,1,0.494661,0.582686,-0.644815,0.356109,0.559391,-0.748511,0.548,0.687,1.024,-0.554,1.054
961,32.002,0.88,1,0.506126,0.576821,-0.641182,0.378754,0.553384,-0.74183,0.569,0.685,1.02,-0.577,1.065
962,32.035,0.88,1,0.528076,0.564787,-0.634154,0.412762,0.535421,-0.736853,0.601,0.676,1.004,-0.623,1.086
963,32.069,0.88,1,0.545581,0.55301,-0.629699,0.438129,0.520283,-0.733041,0.625,0.667,0.969,-0.657,1.082
964,32.102,0.88,1,0.567577,0.534229,-0.626463,0.471168,0.498563,-0.727623,0.654,0.652,0.921,-0.693,1.064
965,32.135,0.82,1,0.594533,0.510209,-0.621464,0.5083,0.473432,-0.71937,0.688,0.633,0.878,-0.739,1.046
